Customer ID,Name,Email Address,Age,Location,Income,Occupation,Purchase Date,Laptop Brands,Price,Frequency of Use,Purpose,Previous Brands Owned,Satisfaction Rating,Tech Knowledge Level,Cart Abandonment
66958368,Christopher Montgomery,ruizandrew@example.org,66,Midsize-City,49670,Skilled Employee/official,11/11/2021,Acer,1509.713798,Daily,Entertainment,Write and.,3,Expert,Yes
72656478,Dr. Stacey Preston DDS,iray@example.com,68,Small City,40895,Unemployed/Unskilled,11/5/2019,Acer,1364.749104,Weekly,Gaming,Knowledge.,4,Beginner,No
78938548,Mitchell Acevedo,cramirez@example.net,20,Big City,98029,Management/self-employed/highly qualified employee/officer,6/5/2020,Dell,604.1935546,Weekly,Gaming,Art.,5,Expert,No
56188137,Mark Fisher,ibuckley@example.com,40,Midsize-City,64139,Skilled Employee/official,1/6/2019,Apple,1705.768352,Rarely,Entertainment,Themselves trial.,4,Beginner,Yes
21230058,Alicia Farley,marisamays@example.com,35,Small City,36926,Management/self-employed/highly qualified employee/officer,6/16/2021,Acer,375.1971914,Rarely,Gaming,Be.,4,Beginner,No
81434660,Matthew Bauer,raymond97@example.net,45,Midsize-City,66917,Management/self-employed/highly qualified employee/officer,6/17/2019,Lenovo,1983.063534,Daily,Gaming,Tough.,1,Expert,Yes
41934022,Thomas Watkins,adamstodd@example.org,44,Small City,42127,Unemployed/Unskilled,7/17/2022,Apple,1818.065478,Daily,Work,Approach.,4,Expert,No
37686872,Michael Gardner,whiteelizabeth@example.net,67,Midsize-City,61469,Management/self-employed/highly qualified employee/officer,6/4/2022,HP,345.6924262,Weekly,Work,Law.,5,Expert,No
39866067,Dr. Renee Wright MD,kimberly24@example.net,59,Midsize-City,63648,Management/self-employed/highly qualified employee/officer,3/20/2022,Dell,1684.757202,Daily,Gaming,International military.,4,Intermediate,Yes
34413441,Nicholas Hart,shardin@example.com,69,Big City,141284,Skilled Employee/official,12/17/2021,Dell,1092.07855,Weekly,Work,Place.,5,Advanced,No
74294147,Anne Benton,evansjoseph@example.org,31,Small City,36233,Management/self-employed/highly qualified employee/officer,1/11/2020,Dell,1548.063215,Weekly,Entertainment,Worker.,1,Advanced,Yes
58404564,Susan Phillips,brian12@example.org,41,Big City,214253,Unemployed/Unskilled,6/18/2019,Dell,388.5606504,Daily,Entertainment,Court.,3,Intermediate,No
62125961,Jeffrey Odom,manderson@example.net,45,Small City,37463,Skilled Employee/official,5/17/2019,Acer,1364.065853,Weekly,Work,Camera.,2,Intermediate,No
70780033,Ashley Robertson,janice48@example.com,51,Big City,83775,Management/self-employed/highly qualified employee/officer,12/23/2020,Lenovo,443.0701087,Rarely,Work,Activity.,3,Advanced,Yes
44606634,Caroline Chung,josephbarnes@example.org,20,Small City,42899,Management/self-employed/highly qualified employee/officer,9/23/2023,Apple,1232.257973,Weekly,Work,Mention.,5,Advanced,No
71411206,Stacey Lewis DDS,rogerhall@example.net,67,Small City,41815,Unemployed/Unskilled,9/21/2023,Acer,332.0516476,Weekly,Gaming,When record.,3,Beginner,Yes
73020998,Shannon Small,mariagonzalez@example.org,61,Big City,164414,Skilled Employee/official,1/21/2020,Acer,792.8317925,Rarely,Entertainment,Meeting particular.,3,Advanced,Yes
73762901,Timothy Mitchell,gsmith@example.com,26,Big City,149776,Management/self-employed/highly qualified employee/officer,4/14/2022,Lenovo,1504.957128,Daily,Entertainment,Along.,1,Advanced,No
97000992,Gregory Giles,johnnysmith@example.com,55,Midsize-City,46434,Skilled Employee/official,4/30/2022,Apple,1086.875961,Rarely,Entertainment,Mean.,2,Intermediate,No
70023910,Colleen Patterson DDS,courtneyguerrero@example.org,36,Big City,192371,Skilled Employee/official,5/4/2022,Dell,1248.154117,Daily,Work,Eye necessary.,3,Beginner,No
93157246,Gary Duke,donaldlawrence@example.com,68,Midsize-City,56961,Management/self-employed/highly qualified employee/officer,7/30/2020,Lenovo,1477.546734,Rarely,Gaming,Level property.,5,Expert,No
35837220,Michael Murray,jacquelinewilliams@example.com,65,Big City,73190,Skilled Employee/official,3/17/2023,HP,1660.994626,Daily,Work,Good hundred.,5,Intermediate,No
63491310,Chase Roberts,michael75@example.net,44,Small City,41038,Skilled Employee/official,6/6/2022,Dell,325.1974613,Daily,Entertainment,Media system.,1,Beginner,No
90848307,Michael Cantu,tommysanders@example.com,51,Midsize-City,56264,Unemployed/Unskilled,9/2/2019,Asus,1000.083644,Weekly,Entertainment,Require.,5,Intermediate,No
95786906,Keith Nunez,fkelly@example.org,63,Midsize-City,65373,Management/self-employed/highly qualified employee/officer,9/25/2020,Apple,1021.835024,Daily,Work,People past.,2,Beginner,No
51869722,Anthony Jacobson,ksmith@example.org,38,Small City,35684,Skilled Employee/official,4/26/2022,Acer,1332.582075,Weekly,Work,Food.,5,Intermediate,No
11484778,Clayton Smith,amanda41@example.net,57,Big City,244210,Management/self-employed/highly qualified employee/officer,5/11/2019,Apple,1384.828697,Weekly,Entertainment,Water.,5,Beginner,No
50886815,Christina Burnett,dylantate@example.com,29,Big City,238777,Skilled Employee/official,3/4/2021,Lenovo,910.8141132,Weekly,Work,Not.,2,Beginner,Yes
33418390,Melanie Quinn,madison43@example.org,20,Midsize-City,57691,Unemployed/Unskilled,11/14/2020,Lenovo,642.5350625,Weekly,Gaming,Question civil.,3,Beginner,Yes
92174362,Eric Green,jessica90@example.net,65,Midsize-City,48670,Management/self-employed/highly qualified employee/officer,5/25/2022,Acer,690.3284576,Daily,Gaming,Energy.,1,Beginner,Yes
69845565,Tiffany Schmidt,curtisjones@example.org,67,Midsize-City,59634,Unemployed/Unskilled,5/30/2023,Asus,1183.112519,Rarely,Work,Green might.,1,Beginner,No
93388556,Crystal Lee,alex76@example.com,50,Big City,111365,Management/self-employed/highly qualified employee/officer,3/9/2020,Apple,1012.991703,Rarely,Entertainment,Out end.,2,Intermediate,Yes
42544860,Matthew Rodriguez,kimberly94@example.org,42,Big City,80927,Management/self-employed/highly qualified employee/officer,8/9/2022,HP,901.0240786,Weekly,Work,Simple address.,2,Advanced,Yes
19572749,Elizabeth Jones,jessicaevans@example.net,56,Small City,38002,Skilled Employee/official,7/29/2019,Asus,1019.271859,Rarely,Entertainment,Outside.,4,Expert,Yes
28778285,Tonya Cline,benjamingarrett@example.net,60,Big City,213949,Skilled Employee/official,10/10/2022,Asus,1046.047825,Rarely,Work,Record front.,3,Expert,No
54772185,Lisa Marquez,meagangallagher@example.net,70,Big City,136537,Unemployed/Unskilled,10/19/2018,HP,936.7794447,Daily,Entertainment,Feeling company.,5,Expert,Yes
79014194,Timothy Moss,alicia95@example.net,55,Midsize-City,57348,Management/self-employed/highly qualified employee/officer,8/28/2023,Acer,1467.046097,Rarely,Work,State.,3,Beginner,Yes
73971681,Kathryn Sutton,bookerkelly@example.org,41,Small City,37494,Unemployed/Unskilled,10/15/2021,Asus,959.2658078,Weekly,Work,Then.,1,Advanced,Yes
44033679,Marcus Long,mduncan@example.org,57,Small City,35795,Management/self-employed/highly qualified employee/officer,12/21/2021,Dell,1112.523504,Weekly,Gaming,Open.,1,Beginner,No
57904273,Adam Wong,amandachristian@example.com,53,Big City,292620,Management/self-employed/highly qualified employee/officer,11/27/2022,HP,1331.399832,Daily,Entertainment,He.,1,Beginner,No
96156333,Danielle Collins,sanderssheena@example.org,65,Big City,131103,Management/self-employed/highly qualified employee/officer,6/18/2023,Asus,628.1381512,Weekly,Work,Better.,1,Beginner,No
22583680,Bill Clark,roylori@example.com,52,Big City,169217,Unemployed/Unskilled,3/14/2020,Asus,397.2854959,Weekly,Work,Guy.,3,Advanced,Yes
91624774,Donna Simmons,charlesmeyer@example.org,52,Small City,39555,Unemployed/Unskilled,10/20/2021,Asus,354.1138298,Daily,Entertainment,Media.,4,Advanced,No
49513723,Dennis Jones,kevin07@example.org,70,Small City,38255,Skilled Employee/official,12/1/2020,Asus,1259.099394,Daily,Entertainment,That.,2,Beginner,Yes
64619353,Timothy Phillips,nicoledixon@example.org,59,Midsize-City,50147,Unemployed/Unskilled,1/28/2019,Dell,1460.193887,Daily,Entertainment,Affect support.,5,Expert,No
65522605,Courtney Mcclain,dawsoncheryl@example.net,67,Midsize-City,48910,Skilled Employee/official,6/11/2021,Lenovo,1019.841486,Rarely,Work,Offer goal.,2,Advanced,No
16991087,Stacey Coleman,madison58@example.com,44,Midsize-City,59384,Management/self-employed/highly qualified employee/officer,1/2/2023,Acer,1108.304246,Daily,Entertainment,Deep recent.,3,Expert,Yes
69376051,Melissa Reeves,christinasmith@example.com,59,Big City,195577,Unemployed/Unskilled,1/31/2023,Asus,1631.949978,Rarely,Gaming,Bill.,3,Intermediate,No
71368485,Pamela Brady,idiaz@example.org,30,Big City,181470,Management/self-employed/highly qualified employee/officer,4/9/2021,Lenovo,596.9831648,Rarely,Gaming,Fact place.,4,Expert,Yes
44035292,Kevin Blanchard,meredith90@example.com,38,Big City,146935,Management/self-employed/highly qualified employee/officer,4/17/2021,Asus,1088.772349,Weekly,Entertainment,Life.,5,Beginner,Yes
90316639,Alyssa Glenn,angelaaguirre@example.com,47,Small City,42327,Skilled Employee/official,9/24/2021,HP,1956.309066,Daily,Work,Factor catch.,2,Intermediate,Yes
27709407,Matthew Smith,clementsstephanie@example.net,37,Small City,43233,Skilled Employee/official,4/18/2023,Asus,353.7173625,Daily,Gaming,Stage.,1,Intermediate,Yes
93071810,Veronica White MD,dhernandez@example.net,28,Midsize-City,55975,Management/self-employed/highly qualified employee/officer,1/30/2023,Apple,1704.522722,Rarely,Entertainment,Agree.,4,Beginner,Yes
60957469,Victor Hall,jimenezraymond@example.com,69,Midsize-City,65007,Unemployed/Unskilled,11/18/2022,Apple,325.003215,Rarely,Gaming,Meeting.,5,Advanced,No
91178600,Rachel Anderson,gary37@example.com,51,Small City,41847,Skilled Employee/official,7/30/2019,HP,1016.620715,Rarely,Gaming,Camera.,5,Advanced,Yes
70281359,Michelle Day,hreese@example.org,28,Big City,208441,Skilled Employee/official,3/9/2023,Asus,475.3682274,Rarely,Entertainment,Anything reveal.,4,Advanced,No
67356708,Wendy Farrell,hprice@example.org,69,Small City,42459,Skilled Employee/official,2/4/2020,Acer,1067.068982,Weekly,Gaming,The.,5,Intermediate,Yes
86590647,Crystal Burns,robert80@example.com,42,Small City,44271,Unemployed/Unskilled,7/22/2023,Dell,888.983224,Weekly,Entertainment,Statement seek.,4,Expert,No
84226368,William Shaw,kimberly23@example.org,18,Big City,214299,Unemployed/Unskilled,6/12/2021,Apple,510.0348701,Weekly,Entertainment,Example.,1,Advanced,No
24784990,Michael Diaz,emiller@example.org,38,Midsize-City,65610,Unemployed/Unskilled,4/9/2021,Acer,424.1025465,Daily,Gaming,Goal.,4,Expert,Yes
24586624,Raymond Huerta,cduncan@example.net,37,Small City,44505,Skilled Employee/official,8/15/2023,HP,1816.831969,Rarely,Entertainment,Minute.,2,Intermediate,Yes
95249335,Jorge Murphy,crystalharris@example.com,57,Midsize-City,69575,Management/self-employed/highly qualified employee/officer,6/19/2022,Lenovo,1291.622141,Daily,Gaming,Fund will.,2,Advanced,Yes
23709305,Ann Christensen,alanwilliams@example.net,45,Big City,107142,Management/self-employed/highly qualified employee/officer,12/21/2021,HP,1494.434106,Rarely,Gaming,While.,4,Intermediate,No
50539929,Stephanie Harris,kerickson@example.com,30,Small City,43624,Skilled Employee/official,8/3/2023,HP,1958.146492,Rarely,Gaming,Money.,4,Beginner,No
90636562,Laura Turner,leslieadams@example.com,22,Small City,41818,Skilled Employee/official,8/12/2020,Dell,792.6203388,Rarely,Entertainment,Say none.,5,Beginner,No
74391213,Stephen Carroll,jesusbird@example.org,54,Small City,35783,Skilled Employee/official,6/26/2023,HP,941.8114561,Daily,Gaming,Around wife.,3,Intermediate,Yes
88781661,Jesse Hood,perezjulia@example.org,66,Big City,224434,Unemployed/Unskilled,6/25/2023,HP,349.2251693,Rarely,Entertainment,Perhaps.,2,Advanced,Yes
24480024,Scott Peterson,kingcassandra@example.com,40,Big City,178288,Skilled Employee/official,3/31/2019,Asus,853.144409,Daily,Work,Best.,4,Intermediate,No
13702110,Crystal Miranda,acevedolindsay@example.net,36,Big City,101926,Management/self-employed/highly qualified employee/officer,11/15/2019,Dell,851.3178129,Daily,Entertainment,American ground.,4,Beginner,No
66942480,Matthew Davis,jlloyd@example.com,27,Big City,124741,Skilled Employee/official,9/20/2019,Dell,898.3677322,Weekly,Work,Top.,4,Expert,No
39879189,Brenda Johnson PhD,usantiago@example.org,37,Big City,178093,Management/self-employed/highly qualified employee/officer,9/13/2022,Apple,767.0417633,Rarely,Work,Hand.,1,Intermediate,No
60218588,Thomas Moody,sgoodman@example.com,62,Small City,44117,Management/self-employed/highly qualified employee/officer,8/24/2022,Apple,1834.729318,Weekly,Entertainment,Street.,4,Advanced,No
72320175,Andrea Medina,smithbradley@example.net,45,Small City,39283,Skilled Employee/official,11/6/2020,HP,1750.254555,Rarely,Gaming,Media source.,3,Advanced,No
15773575,Brooke Houston,ochase@example.org,32,Small City,42640,Unemployed/Unskilled,3/13/2022,Apple,539.795313,Daily,Work,Low night.,3,Beginner,Yes
41515472,Kevin Leonard,cohendavid@example.com,45,Midsize-City,51019,Unemployed/Unskilled,4/30/2022,Apple,1892.47758,Daily,Entertainment,Every.,4,Advanced,No
41139608,Renee Jimenez,joshuavalenzuela@example.net,62,Big City,80231,Unemployed/Unskilled,4/5/2020,Asus,1484.102269,Rarely,Work,Threat yourself.,3,Expert,No
20357130,Timothy Gilbert,thompsonmichael@example.net,22,Small City,35451,Skilled Employee/official,11/21/2018,Lenovo,1985.974224,Rarely,Work,Carry.,1,Beginner,No
98089171,Joseph Johnson,imckinney@example.org,21,Big City,97297,Skilled Employee/official,3/6/2022,Acer,346.9215685,Weekly,Work,Son.,3,Expert,Yes
46064602,Christina Jones,powelljacob@example.net,43,Midsize-City,56889,Unemployed/Unskilled,9/8/2019,Asus,781.3530951,Rarely,Gaming,South.,1,Expert,No
54195364,Eric Parker,amandamueller@example.net,30,Midsize-City,63206,Management/self-employed/highly qualified employee/officer,7/17/2023,HP,1334.748662,Weekly,Work,Seek relationship.,3,Expert,No
60498233,Daniel Thompson,preynolds@example.net,66,Midsize-City,67378,Unemployed/Unskilled,10/20/2021,Apple,1069.299471,Daily,Work,Plan.,4,Expert,Yes
86970206,Oscar Shea,olsongeorge@example.net,53,Small City,44785,Skilled Employee/official,10/31/2021,Apple,1606.403304,Rarely,Gaming,Serious ability.,4,Intermediate,No
37964139,Cody Gaines,patriciadavid@example.net,41,Midsize-City,47740,Unemployed/Unskilled,10/17/2020,Apple,1514.387312,Weekly,Entertainment,Dog wrong.,5,Advanced,No
21628853,Hannah Rich,otorres@example.net,32,Small City,37699,Skilled Employee/official,8/21/2021,Lenovo,1425.266675,Weekly,Gaming,Officer season.,2,Advanced,Yes
54133380,Cheryl Moore,hector48@example.com,51,Small City,36357,Unemployed/Unskilled,11/11/2018,HP,1400.95433,Rarely,Gaming,Consider strong.,2,Expert,Yes
62436106,Kim Warner,mcgeenicole@example.org,32,Big City,98559,Management/self-employed/highly qualified employee/officer,7/20/2023,HP,604.4490108,Rarely,Entertainment,Executive.,2,Expert,Yes
92903779,Paul Bennett,dixonrobert@example.com,22,Big City,237018,Management/self-employed/highly qualified employee/officer,9/12/2019,Dell,1351.309999,Rarely,Work,Compare trouble.,4,Intermediate,No
47323709,Michael Klein,jennifer51@example.com,45,Midsize-City,49632,Management/self-employed/highly qualified employee/officer,2/4/2020,Acer,1881.181471,Daily,Entertainment,Away vote.,5,Advanced,Yes
21611063,Brian Brown,bprice@example.com,21,Midsize-City,68179,Skilled Employee/official,3/5/2019,Acer,817.9278049,Rarely,Work,Answer.,4,Advanced,No
67367419,Ricky Rodriguez,moorerobert@example.com,49,Midsize-City,67141,Management/self-employed/highly qualified employee/officer,3/7/2020,Dell,1151.513135,Daily,Entertainment,Air six.,1,Advanced,No
81511656,Danielle Long,tammy14@example.com,46,Small City,44246,Unemployed/Unskilled,11/15/2019,Acer,1233.16186,Weekly,Gaming,Accept half.,3,Intermediate,No
17641442,Alexander Stevens,rluna@example.com,43,Midsize-City,62205,Skilled Employee/official,12/5/2020,Lenovo,1098.932864,Weekly,Gaming,Recent decide.,3,Intermediate,No
87631173,Jennifer Wood,samantha66@example.org,23,Big City,187212,Skilled Employee/official,6/28/2021,HP,581.5315698,Rarely,Gaming,Admit politics.,4,Advanced,Yes
62909720,Gregory Hogan,jeremy88@example.org,51,Midsize-City,50566,Unemployed/Unskilled,2/15/2019,HP,626.669062,Daily,Gaming,Send.,5,Intermediate,Yes
63367840,Cassandra Pearson,scott85@example.net,56,Small City,38639,Management/self-employed/highly qualified employee/officer,3/7/2023,HP,1214.932214,Weekly,Work,Enough.,3,Beginner,Yes
48874199,Larry Compton,fchandler@example.org,38,Big City,173527,Skilled Employee/official,5/13/2022,HP,608.7627823,Weekly,Work,Large community.,5,Beginner,Yes
14360344,Brent Smith,kristinanderson@example.org,61,Big City,215628,Management/self-employed/highly qualified employee/officer,11/2/2019,Asus,1980.743047,Weekly,Entertainment,A show.,1,Intermediate,Yes
42999588,Diane Garza,vicki60@example.net,62,Big City,183529,Unemployed/Unskilled,12/9/2020,Dell,821.5100041,Daily,Gaming,Specific relationship.,1,Expert,Yes
95928998,Shelby Huffman,qfuller@example.net,31,Midsize-City,60160,Management/self-employed/highly qualified employee/officer,7/31/2021,Acer,1857.184312,Daily,Entertainment,Base organization.,5,Intermediate,Yes
77984961,Matthew Powell,linda73@example.net,33,Midsize-City,58574,Management/self-employed/highly qualified employee/officer,2/7/2020,Asus,1563.066046,Daily,Gaming,Through.,3,Intermediate,No
55102944,Kimberly Leonard,gomezamber@example.net,18,Big City,139201,Unemployed/Unskilled,7/25/2021,Acer,1305.54937,Daily,Entertainment,Near around.,4,Advanced,No
24661737,Danielle Murray,amandahansen@example.net,23,Big City,176966,Unemployed/Unskilled,8/30/2019,HP,1158.669575,Daily,Gaming,Each nice.,3,Expert,No
34739322,Mark Haley,barbaramccarthy@example.com,47,Midsize-City,47792,Skilled Employee/official,2/20/2022,Asus,341.8123342,Weekly,Work,Recognize.,1,Beginner,No
20718575,James Jordan,gabriel86@example.org,61,Midsize-City,63076,Unemployed/Unskilled,5/16/2023,Lenovo,1236.288953,Weekly,Gaming,Guy guess.,4,Beginner,Yes
29711906,Andrew Johnston,joan38@example.org,20,Midsize-City,55592,Skilled Employee/official,10/13/2020,Lenovo,1358.327539,Rarely,Entertainment,Find movement.,1,Advanced,Yes
60648202,Sharon Colon,pennylopez@example.com,40,Midsize-City,69432,Unemployed/Unskilled,6/28/2019,Dell,1472.171606,Weekly,Work,Else more.,1,Advanced,Yes
97512971,Jessica Cunningham,arnoldangelica@example.org,53,Big City,235791,Management/self-employed/highly qualified employee/officer,3/7/2022,Asus,1874.440643,Weekly,Entertainment,Treatment.,5,Beginner,Yes
